feature_code,name,type,date_code,smokes,household_type,sex,long_term_condition,age,sm_lower_ci,sm_upper_ci,sm_percent
S12000029,South Lanarkshire,Local Authority,2018,Yes,All,Female,All,All,13.5,20.3,16.9
S12000041,Angus,Local Authority,2013,No,All,Female,All,All,73.4,86.1,79.7
S12000034,Aberdeenshire,Local Authority,2015,Yes,All,Female,All,All,10.3,18,14.2
S12000008,East Ayrshire,Local Authority,2018,No,All,Female,All,All,73.4,84.1,78.8
S12000011,East Renfrewshire,Local Authority,2018,No,All,Female,All,All,84.4,94.8,89.6
S08000016,Borders,NHS Health Board,2015,Yes,All,Female,All,All,13.1,25.3,19.2
S08000016,Borders,NHS Health Board,2018,Yes,All,Female,All,All,8.5,20,14.3
S08000015,Ayrshire and Arran,NHS Health Board,2018,Yes,All,Female,All,All,15.4,21.8,18.6
S12000013,Na h-Eileanan Siar,Local Authority,2014,Yes,All,Female,All,All,16,32.1,24
S12000029,South Lanarkshire,Local Authority,2012,Yes,All,Female,All,All,19.9,28.6,24.2
S12000041,Angus,Local Authority,2015,Yes,All,Female,All,All,5.9,13.7,9.8
S08000017,Dumfries and Galloway,NHS Health Board,2018,Yes,All,Female,All,All,10.2,18.8,14.5
S08000030,Tayside,NHS Health Board,2012,Yes,All,Female,All,All,20.1,27.4,23.8
S08000016,Borders,NHS Health Board,2015,No,All,Female,All,All,74.7,86.9,80.8
S12000039,West Dunbartonshire,Local Authority,2018,No,All,Female,All,All,80.3,89.6,84.9
S12000021,North Ayrshire,Local Authority,2016,No,All,Female,All,All,68,79.2,73.6
S12000006,Dumfries and Galloway,Local Authority,2016,No,All,Female,All,All,72.4,83.3,77.9
S12000013,Na h-Eileanan Siar,Local Authority,2016,No,All,Female,All,All,78.8,91,84.9
S08000029,Fife,NHS Health Board,2018,Yes,All,Female,All,All,11.3,18.2,14.8
S08000020,Grampian,NHS Health Board,2015,No,All,Female,All,All,80.6,85.8,83.2
S12000038,Renfrewshire,Local Authority,2018,No,All,Female,All,All,80.7,89.1,84.9
S12000010,East Lothian,Local Authority,2016,No,All,Female,All,All,74.8,87.1,80.9
S12000014,Falkirk,Local Authority,2013,Yes,All,Female,All,All,14.9,27.2,21
S08000025,Orkney,NHS Health Board,2018,Yes,All,Female,All,All,5.8,22.6,14.2
S12000017,Highland,Local Authority,2014,Yes,All,Female,All,All,15.8,24.9,20.3
S08000017,Dumfries and Galloway,NHS Health Board,2016,Yes,All,Female,All,All,15.4,26.3,20.8
S12000033,Aberdeen City,Local Authority,2015,Yes,All,Female,All,All,12.5,20.9,16.7
S12000017,Highland,Local Authority,2015,Yes,All,Female,All,All,13.3,22,17.7
S12000050,North Lanarkshire,Local Authority,2014,Yes,All,Female,All,All,20.2,27.9,24.1
S12000027,Shetland Islands,Local Authority,2012,Yes,All,Female,All,All,8,19.4,13.7
S12000008,East Ayrshire,Local Authority,2014,Yes,All,Female,All,All,20.2,32.1,26.2
S12000039,West Dunbartonshire,Local Authority,2018,Yes,All,Female,All,All,10.4,19.7,15.1
S12000045,East Dunbartonshire,Local Authority,2015,Yes,All,Female,All,All,9.1,19.4,14.3
S12000042,Dundee City,Local Authority,2012,Yes,All,Female,All,All,23.2,37.5,30.4
S12000010,East Lothian,Local Authority,2018,Yes,All,Female,All,All,9,19.2,14.1
S12000008,East Ayrshire,Local Authority,2016,No,All,Female,All,All,72.6,84,78.3
S08000030,Tayside,NHS Health Board,2014,No,All,Female,All,All,76.7,83.3,80
S12000018,Inverclyde,Local Authority,2013,Yes,All,Female,All,All,16.7,30.7,23.7
S08000024,Lothian,NHS Health Board,2015,No,All,Female,All,All,80.3,85.4,82.8
S12000047,Fife,Local Authority,2016,No,All,Female,All,All,77.6,84.6,81.1
S08000017,Dumfries and Galloway,NHS Health Board,2014,No,All,Female,All,All,72.9,82.9,77.9
S12000029,South Lanarkshire,Local Authority,2013,Yes,All,Female,All,All,19.3,27.6,23.4
S08000029,Fife,NHS Health Board,2013,No,All,Female,All,All,76,82.4,79.2
S08000024,Lothian,NHS Health Board,2013,Yes,All,Female,All,All,16.4,20.8,18.6
S12000021,North Ayrshire,Local Authority,2016,Yes,All,Female,All,All,20.4,31.7,26.1
S12000030,Stirling,Local Authority,2016,Yes,All,Female,All,All,10.4,22.2,16.3
S12000006,Dumfries and Galloway,Local Authority,2016,Yes,All,Female,All,All,15.4,26.3,20.8
S08000030,Tayside,NHS Health Board,2014,Yes,All,Female,All,All,16.7,23.4,20
S12000014,Falkirk,Local Authority,2016,Yes,All,Female,All,All,12,22.1,17
S12000008,East Ayrshire,Local Authority,2017,Yes,All,Female,All,All,13.3,24,18.6
S12000028,South Ayrshire,Local Authority,2017,Yes,All,Female,All,All,9.5,19.6,14.6
S12000036,City of Edinburgh,Local Authority,2017,Yes,All,Female,All,All,10.7,16.2,13.4
S12000027,Shetland Islands,Local Authority,2016,Yes,All,Female,All,All,9.2,19.6,14.4
S12000048,Perth and Kinross,Local Authority,2015,Yes,All,Female,All,All,10.2,19.2,14.7
S12000023,Orkney Islands,Local Authority,2015,Yes,All,Female,All,All,6.5,16.7,11.6
S12000021,North Ayrshire,Local Authority,2017,Yes,All,Female,All,All,14,26.4,20.2
S12000020,Moray,Local Authority,2015,Yes,All,Female,All,All,17.2,28.9,23
S12000034,Aberdeenshire,Local Authority,2016,Yes,All,Female,All,All,10.4,17.7,14.1
S12000006,Dumfries and Galloway,Local Authority,2017,Yes,All,Female,All,All,13.9,23,18.4
S12000010,East Lothian,Local Authority,2017,Yes,All,Female,All,All,11.8,24.3,18
S12000011,East Renfrewshire,Local Authority,2014,Yes,All,Female,All,All,11.2,24.5,17.9
S12000023,Orkney Islands,Local Authority,2013,Yes,All,Female,All,All,9.3,27.5,18.4
S12000033,Aberdeen City,Local Authority,2012,Yes,All,Female,All,All,16.7,26,21.4
S08000016,Borders,NHS Health Board,2017,Yes,All,Female,All,All,11.1,22.9,17
S12000005,Clackmannanshire,Local Authority,2013,Yes,All,Female,All,All,11.5,24.9,18.2
S12000014,Falkirk,Local Authority,2012,Yes,All,Female,All,All,17.5,27.8,22.6
S08000020,Grampian,NHS Health Board,2013,Yes,All,Female,All,All,16.1,21.9,19
S12000049,Glasgow City,Local Authority,2016,Yes,All,Female,All,All,17.1,22.7,19.9
S08000030,Tayside,NHS Health Board,2017,Yes,All,Female,All,All,13.6,19.9,16.8
S08000031,Greater Glasgow and Clyde,NHS Health Board,2013,Yes,All,Female,All,All,20.1,24.3,22.2
S12000049,Glasgow City,Local Authority,2012,Yes,All,Female,All,All,21.6,27.6,24.6
S08000017,Dumfries and Galloway,NHS Health Board,2012,Yes,All,Female,All,All,18.4,27.5,22.9
S12000006,Dumfries and Galloway,Local Authority,2012,Yes,All,Female,All,All,18.4,27.5,22.9
S12000039,West Dunbartonshire,Local Authority,2016,Yes,All,Female,All,All,13.4,24.5,19
S12000017,Highland,Local Authority,2013,Yes,All,Female,All,All,11.5,19.3,15.4
S12000041,Angus,Local Authority,2014,Yes,All,Female,All,All,16.2,28.4,22.3
S08000016,Borders,NHS Health Board,2012,Yes,All,Female,All,All,12.7,23.7,18.2
S08000032,Lanarkshire,NHS Health Board,2015,Yes,All,Female,All,All,19.2,24.7,21.9
S08000017,Dumfries and Galloway,NHS Health Board,2014,Yes,All,Female,All,All,16.4,26.9,21.6
S08000031,Greater Glasgow and Clyde,NHS Health Board,2016,Yes,All,Female,All,All,16.4,20.2,18.3
S12000049,Glasgow City,Local Authority,2015,Yes,All,Female,All,All,19.9,25.8,22.8
S08000026,Shetland,NHS Health Board,2012,Yes,All,Female,All,All,8,19.4,13.7
S12000017,Highland,Local Authority,2016,Yes,All,Female,All,All,9.2,16.2,12.7
S08000031,Greater Glasgow and Clyde,NHS Health Board,2012,Yes,All,Female,All,All,22.1,26.1,24.1
S08000020,Grampian,NHS Health Board,2014,Yes,All,Female,All,All,17.4,22.9,20.2
S12000050,North Lanarkshire,Local Authority,2018,Yes,All,Female,All,All,15.3,22.5,18.9
S08000024,Lothian,NHS Health Board,2014,Yes,All,Female,All,All,12.9,17.7,15.3
S12000049,Glasgow City,Local Authority,2013,Yes,All,Female,All,All,22.5,28.2,25.4
S12000011,East Renfrewshire,Local Authority,2016,Yes,All,Female,All,All,5.8,13.8,9.8
S12000048,Perth and Kinross,Local Authority,2019,Yes,All,Female,All,All,6.5,16.5,11.5
S12000005,Clackmannanshire,Local Authority,2016,Yes,All,Female,All,All,12.3,29,20.6
S12000011,East Renfrewshire,Local Authority,2017,Yes,All,Female,All,All,5.2,14.9,10
S08000032,Lanarkshire,NHS Health Board,2017,Yes,All,Female,All,All,15.7,21.1,18.4
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017,Yes,All,Female,All,All,14.9,18.5,16.7
S08000024,Lothian,NHS Health Board,2019,Yes,All,Female,All,All,14,18,16
S08000016,Borders,NHS Health Board,2019,Yes,All,Female,All,All,10,24,17
S08000026,Shetland,NHS Health Board,2019,Yes,All,Female,All,All,6.5,17.5,12
S12000036,City of Edinburgh,Local Authority,2019,Yes,All,Female,All,All,10.5,15.5,13
S08000028,Western Isles,NHS Health Board,2016,Yes,All,Female,All,All,9,21.2,15.1
S12000034,Aberdeenshire,Local Authority,2019,Yes,All,Female,All,All,9.5,16.5,13
S12000026,Scottish Borders,Local Authority,2019,Yes,All,Female,All,All,10,24,17
S12000027,Shetland Islands,Local Authority,2019,Yes,All,Female,All,All,6.5,17.5,12
S12000023,Orkney Islands,Local Authority,2019,Yes,All,Female,All,All,2.5,27.5,15
S12000014,Falkirk,Local Authority,2019,Yes,All,Female,All,All,10,20,15
S12000011,East Renfrewshire,Local Authority,2019,Yes,All,Female,All,All,4,10,7
S12000050,North Lanarkshire,Local Authority,2019,Yes,All,Female,All,All,17,24,20.5
S08000026,Shetland,NHS Health Board,2013,No,All,Female,All,All,76.9,92,84.4
S12000040,West Lothian,Local Authority,2017,No,All,Female,All,All,80.9,90,85.4
S12000020,Moray,Local Authority,2014,No,All,Female,All,All,76.1,86.7,81.4
S08000017,Dumfries and Galloway,NHS Health Board,2013,No,All,Female,All,All,80.7,88.3,84.5
S12000011,East Renfrewshire,Local Authority,2019,No,All,Female,All,All,90,96,93
S12000019,Midlothian,Local Authority,2013,Yes,All,Female,All,All,12.2,27.2,19.7
S08000028,Western Isles,NHS Health Board,2013,Yes,All,Female,All,All,10.2,22.5,16.4
S12000027,Shetland Islands,Local Authority,2013,Yes,All,Female,All,All,8,23.1,15.6
S12000034,Aberdeenshire,Local Authority,2013,Yes,All,Female,All,All,14.6,24.6,19.6
S12000011,East Renfrewshire,Local Authority,2013,Yes,All,Female,All,All,5.7,26.4,16
S12000042,Dundee City,Local Authority,2014,Yes,All,Female,All,All,16.1,28.5,22.3
S12000011,East Renfrewshire,Local Authority,2012,Yes,All,Female,All,All,7.8,20.1,13.9
S12000040,West Lothian,Local Authority,2019,Yes,All,Female,All,All,13.5,24.5,19
S12000018,Inverclyde,Local Authority,2019,Yes,All,Female,All,All,15,27,21
S08000019,Forth Valley,NHS Health Board,2019,Yes,All,Female,All,All,12.5,19.5,16
S08000025,Orkney,NHS Health Board,2014,Yes,All,Female,All,All,8,19.2,13.6
S12000020,Moray,Local Authority,2017,No,All,Female,All,All,73,87.4,80.2
S12000038,Renfrewshire,Local Authority,2019,No,All,Female,All,All,79,88,83.5
S12000045,East Dunbartonshire,Local Authority,2015,No,All,Female,All,All,79.8,90.2,85
S08000017,Dumfries and Galloway,NHS Health Board,2018,No,All,Female,All,All,81.2,89.8,85.5
S12000034,Aberdeenshire,Local Authority,2017,No,All,Female,All,All,79.8,87.9,83.9
S08000019,Forth Valley,NHS Health Board,2018,No,All,Female,All,All,82.6,88.9,85.7
S12000050,North Lanarkshire,Local Authority,2012,No,All,Female,All,All,70.3,78.5,74.4
S08000025,Orkney,NHS Health Board,2018,No,All,Female,All,All,77.4,94.2,85.8
S12000005,Clackmannanshire,Local Authority,2015,No,All,Female,All,All,74,88.6,81.3
S08000022,Highland,NHS Health Board,2018,No,All,Female,All,All,84.1,89.9,87
S12000039,West Dunbartonshire,Local Authority,2019,No,All,Female,All,All,78,87,82.5
S08000016,Borders,NHS Health Board,2018,No,All,Female,All,All,80,91.5,85.7
S12000036,City of Edinburgh,Local Authority,2017,No,All,Female,All,All,83.5,89,86.3
S12000011,East Renfrewshire,Local Authority,2017,No,All,Female,All,All,85.1,94.8,90
S12000033,Aberdeen City,Local Authority,2017,No,All,Female,All,All,80.4,87.9,84.2
S08000028,Western Isles,NHS Health Board,2017,No,All,Female,All,All,84.4,93.2,88.8
S12000030,Stirling,Local Authority,2017,No,All,Female,All,All,79.5,91.4,85.5
S12000029,South Lanarkshire,Local Authority,2012,No,All,Female,All,All,71.4,80.1,75.8
S12000005,Clackmannanshire,Local Authority,2014,No,All,Female,All,All,66,81.1,73.5
S12000040,West Lothian,Local Authority,2015,No,All,Female,All,All,73.8,85.7,79.8
S12000027,Shetland Islands,Local Authority,2016,No,All,Female,All,All,80.4,90.8,85.6
S08000020,Grampian,NHS Health Board,2019,No,All,Female,All,All,84,89,86.5
S12000027,Shetland Islands,Local Authority,2017,No,All,Female,All,All,73.2,88.3,80.7
S12000042,Dundee City,Local Authority,2012,No,All,Female,All,All,62.5,76.8,69.7
S08000031,Greater Glasgow and Clyde,NHS Health Board,2019,No,All,Female,All,All,82.5,86.5,84.5
S08000017,Dumfries and Galloway,NHS Health Board,2019,No,All,Female,All,All,73,84,78.5
S92000003,Scotland,Scotland,2012,No,All,Female,All,All,76.6,78.5,77.6
S12000050,North Lanarkshire,Local Authority,2014,No,All,Female,All,All,72.1,79.8,76
S12000028,South Ayrshire,Local Authority,2017,No,All,Female,All,All,80.4,90.5,85.4
S12000036,City of Edinburgh,Local Authority,2014,No,All,Female,All,All,84.1,89.9,87
S12000041,Angus,Local Authority,2012,No,All,Female,All,All,74.8,84.3,79.6
S08000031,Greater Glasgow and Clyde,NHS Health Board,2012,No,All,Female,All,All,73.5,77.7,75.6
S12000013,Na h-Eileanan Siar,Local Authority,2015,No,All,Female,All,All,75.4,86.4,80.9
S08000019,Forth Valley,NHS Health Board,2014,No,All,Female,All,All,73.6,81.1,77.4
S12000023,Orkney Islands,Local Authority,2017,No,All,Female,All,All,75.9,93.3,84.6
S92000003,Scotland,Scotland,2015,No,All,Female,All,All,80.1,81.9,81
S12000048,Perth and Kinross,Local Authority,2012,No,All,Female,All,All,75.1,85.9,80.5
S12000049,Glasgow City,Local Authority,2019,No,All,Female,All,All,80.5,86.5,83.5
S12000029,South Lanarkshire,Local Authority,2017,No,All,Female,All,All,83.2,89.9,86.6
S08000026,Shetland,NHS Health Board,2019,No,All,Female,All,All,82.5,93.5,88
S12000034,Aberdeenshire,Local Authority,2012,No,All,Female,All,All,72.9,83,78
S12000039,West Dunbartonshire,Local Authority,2016,No,All,Female,All,All,75.5,86.6,81.1
S12000028,South Ayrshire,Local Authority,2013,No,All,Female,All,All,75.3,86.3,80.8
S12000049,Glasgow City,Local Authority,2015,No,All,Female,All,All,74.1,80,77
S08000030,Tayside,NHS Health Board,2018,No,All,Female,All,All,76.1,83.6,79.9
S12000038,Renfrewshire,Local Authority,2017,No,All,Female,All,All,78.7,87.6,83.1
S08000020,Grampian,NHS Health Board,2014,No,All,Female,All,All,77,82.5,79.8
S12000018,Inverclyde,Local Authority,2017,No,All,Female,All,All,77.5,87.8,82.6
S08000015,Ayrshire and Arran,NHS Health Board,2016,No,All,Female,All,All,75,81.4,78.2
S12000017,Highland,Local Authority,2017,No,All,Female,All,All,82,90.3,86.2
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017,No,All,Female,All,All,81.4,85,83.2
S08000026,Shetland,NHS Health Board,2018,No,All,Female,All,All,90.8,96.5,93.7
S12000030,Stirling,Local Authority,2016,No,All,Female,All,All,77.8,89.6,83.7
S12000010,East Lothian,Local Authority,2013,No,All,Female,All,All,70.8,85,77.9
S12000045,East Dunbartonshire,Local Authority,2017,No,All,Female,All,All,85,94.4,89.7
S08000031,Greater Glasgow and Clyde,NHS Health Board,2016,No,All,Female,All,All,79.5,83.3,81.4
S12000028,South Ayrshire,Local Authority,2016,No,All,Female,All,All,78.3,89.1,83.7
S08000031,Greater Glasgow and Clyde,NHS Health Board,2013,No,All,Female,All,All,75.6,79.8,77.7
S08000024,Lothian,NHS Health Board,2016,No,All,Female,All,All,80.8,85.3,83.1
S08000028,Western Isles,NHS Health Board,2016,No,All,Female,All,All,78.8,91,84.9
S08000025,Orkney,NHS Health Board,2018,No,All,All,All,35-64,66.8,85.8,76.3
S12000038,Renfrewshire,Local Authority,2017,Yes,All,All,All,16-34,9.4,25.1,17.2
S08000024,Lothian,NHS Health Board,2017,Yes,All,All,All,All,15,18.3,16.7
S12000027,Shetland Islands,Local Authority,2016,Yes,All,All,All,65 and over,0,14.1,6.4
S12000023,Orkney Islands,Local Authority,2017,Yes,All,All,All,16-64,15.3,31.3,23.3
S12000026,Scottish Borders,Local Authority,2012-2015,Yes,All,All,All,All,17.2,21.4,19.3
S08000019,Forth Valley,NHS Health Board,2018,No,All,All,All,16-64,80.4,86.3,83.4
S12000008,East Ayrshire,Local Authority,2012-2013,Yes,All,All,All,All,22.5,29.4,26
S08000030,Tayside,NHS Health Board,2014,Yes,All,All,All,65 and over,10.2,16.9,13.6
S08000020,Grampian,NHS Health Board,2014,Yes,All,All,All,65 and over,8.8,14.7,11.8
S08000022,Highland,NHS Health Board,2013,Yes,All,All,No limiting condition,All,14.6,21.3,17.9
S12000050,North Lanarkshire,Local Authority,2013,Yes,All,All,No limiting condition,All,23.7,32.1,27.9
S08000020,Grampian,NHS Health Board,2012,Yes,All,All,No limiting condition,All,19.6,25,22.3
S08000024,Lothian,NHS Health Board,2013,Yes,All,All,All,65 and over,9,14.6,11.8
S08000022,Highland,NHS Health Board,2012,Yes,All,All,No limiting condition,All,19,25.6,22.3
S12000011,East Renfrewshire,Local Authority,2017,Yes,All,All,No limiting condition,All,6.4,18.8,12.6
S08000024,Lothian,NHS Health Board,2019,No,All,All,No limiting condition,All,83.9,87.3,85.6
S12000045,East Dunbartonshire,Local Authority,2016,No,All,All,No limiting condition,All,78.9,90.2,84.5
S12000038,Renfrewshire,Local Authority,2012,No,All,All,No limiting condition,All,69.8,79.4,74.6
S08000016,Borders,NHS Health Board,2013,Yes,All,All,All,65 and over,2.2,10.7,6.5
S12000017,Highland,Local Authority,2012,Yes,All,All,No limiting condition,All,15.3,22.7,19
S12000005,Clackmannanshire,Local Authority,2017,No,All,All,No limiting condition,All,72.9,86.3,79.6
S08000019,Forth Valley,NHS Health Board,2014,Yes,All,All,No limiting condition,All,18.2,24.2,21.2
S12000047,Fife,Local Authority,2013,Yes,All,All,No limiting condition,All,17.7,24,20.8
S08000015,Ayrshire and Arran,NHS Health Board,2018,Yes,All,All,No limiting condition,All,15.3,21,18.2
S12000018,Inverclyde,Local Authority,2015,Yes,All,All,All,65 and over,9.7,22.2,16
S12000019,Midlothian,Local Authority,2014,Yes,All,All,No limiting condition,All,13.8,25.2,19.5
S12000047,Fife,Local Authority,2012,Yes,All,All,No limiting condition,All,17.9,24.4,21.1
S12000021,North Ayrshire,Local Authority,2017,Yes,All,All,No limiting condition,All,14.7,25.8,20.3
S12000014,Falkirk,Local Authority,2016,Yes,All,All,All,16-34,13,32.1,22.6
S12000039,West Dunbartonshire,Local Authority,2012,Yes,All,All,No limiting condition,All,26.3,40.6,33.5
S12000050,North Lanarkshire,Local Authority,2017,Yes,All,All,No limiting condition,All,15.6,23,19.3
S12000041,Angus,Local Authority,2015,Yes,All,All,No limiting condition,All,11.2,21,16.1
S08000029,Fife,NHS Health Board,2013,Yes,All,All,No limiting condition,All,17.7,24,20.8
S12000013,Na h-Eileanan Siar,Local Authority,2014,No,All,All,No limiting condition,All,65.2,80.1,72.6
S08000030,Tayside,NHS Health Board,2018,Yes,All,All,No limiting condition,All,13.9,20.5,17.2
S12000017,Highland,Local Authority,2014,Yes,All,All,All,65 and over,3.1,9.7,6.4
S12000039,West Dunbartonshire,Local Authority,2012,Yes,All,All,All,65 and over,8.1,24.1,16.1
S12000018,Inverclyde,Local Authority,2013,No,All,All,No limiting condition,All,71.7,83.5,77.6
S12000038,Renfrewshire,Local Authority,2015,No,All,All,No limiting condition,All,74.6,83,78.8
S08000017,Dumfries and Galloway,NHS Health Board,2012,Yes,All,All,All,35-64,21,30.2,25.6
S08000032,Lanarkshire,NHS Health Board,2016,Yes,All,All,All,All,18.6,22.9,20.7
S08000028,Western Isles,NHS Health Board,2019,No,All,All,No limiting condition,All,80,89.4,84.7
S12000041,Angus,Local Authority,2016,Yes,All,All,All,35-64,13.1,25.3,19.2
S12000050,North Lanarkshire,Local Authority,2016,Yes,All,All,All,65 and over,10,19.4,14.7
S08000017,Dumfries and Galloway,NHS Health Board,2017,Yes,All,All,All,35-64,17.3,28.7,23
S12000018,Inverclyde,Local Authority,2017,Yes,All,All,All,35-64,12.8,27,19.9
S12000028,South Ayrshire,Local Authority,2015,Yes,All,All,All,16-64,16.7,27.5,22.1
S12000047,Fife,Local Authority,2013,Yes,All,All,All,65 and over,6,11.8,8.9
S12000050,North Lanarkshire,Local Authority,2017,Yes,All,All,All,16-34,15,29.6,22.3
S08000024,Lothian,NHS Health Board,2012,Yes,All,All,No limiting condition,All,18.5,22.9,20.7
S12000029,South Lanarkshire,Local Authority,2012,Yes,All,All,No limiting condition,All,17.8,25.5,21.6
S12000038,Renfrewshire,Local Authority,2016,Yes,All,All,All,16-64,18.2,27,22.6
S12000020,Moray,Local Authority,2016,Yes,All,All,All,16-64,18.7,35.9,27.3
S12000019,Midlothian,Local Authority,2012,No,All,All,No limiting condition,All,70.2,83.6,76.9
S12000019,Midlothian,Local Authority,2016,Yes,All,All,No limiting condition,All,11.7,23,17.3
S12000026,Scottish Borders,Local Authority,2016,Yes,All,All,All,16-64,13,23.4,18.2
S08000020,Grampian,NHS Health Board,2013,Yes,All,All,All,All,20,25,22.5
S12000023,Orkney Islands,Local Authority,2016,Yes,All,All,All,16-64,9.9,27.6,18.7
S08000025,Orkney,NHS Health Board,2014,Yes,All,All,No limiting condition,All,10.1,19.6,14.9
S12000021,North Ayrshire,Local Authority,2016,Yes,All,All,All,16-64,28.1,39.2,33.6
S08000016,Borders,NHS Health Board,2014,Yes,All,All,All,All,13.1,20.7,16.9
S08000028,Western Isles,NHS Health Board,2019,No,All,All,All,65 and over,86,95.5,90.7
